Sample Name	Protocol REF	Parameter Value[Scanner]	Parameter Value[Volume Of Interest]	Parameter Value[Volume Of Interest Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Voxel Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Kilovolt Peak]	Unit	Term Source REF	Term Accession Number	Parameter Value[XRay Intensity Current]	Unit	Term Source REF	Term Accession Number	Parameter Value[Integration Time Exposure]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Image Filtration Algorithm]	Parameter Value[Threshold Approach]	Parameter Value[Threshold Value]	Assay Name	Raw Data File	Parameter Value[Submitted Results File]	Protocol REF	Parameter Value[Transformed Reusable Files]
511688_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511700_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511704_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511705_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
515406_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
515407_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491049_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491050_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
491058_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
494310_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509767_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509768_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509776_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511685_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511697_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511699_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511703_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511708_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
494305_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
494306_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
494309_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
494311_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509765_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509766_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
509769_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511689_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511696_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511702_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511707_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
511709_Left Femur	Scanning	μCT40 (Scanco Medical AG)	distal metaphysis and mid-diaphysis	2.1 (Distal metaphyseal), 1.05 (Mid-diaphysis)	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	15	cubic micrometer	OSD	https://osdr.nasa.gov/	70	kilovoltage peak	OSD	https://osdr.nasa.gov/	114	milliamp	OSD	https://osdr.nasa.gov/	300	millisecond	UO	http://purl.obolibrary.org/obo/UO_0000028	Image Processing	Gaussian	mg HA/cm3	360 (trabecular), 700 (cortical)	Microcomputed Tomography	Not Available	LSDS-40_microCT_LSDS-40_microCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-40_microCT_LSDS-40_microCT_KoTRANSFORMED.csv
